chr	tag	start	end	strand	ID
chr10	mRNA	21479425	21482015	-	LOC_Os10g40120.1
chr10	exon	21481847	21482015	-	LOC_Os10g40120.1:exon_1
chr10	exon	21481548	21481588	-	LOC_Os10g40120.1:exon_2
chr10	exon	21480918	21481039	-	LOC_Os10g40120.1:exon_3
chr10	exon	21480500	21480647	-	LOC_Os10g40120.1:exon_4
chr10	exon	21480268	21480408	-	LOC_Os10g40120.1:exon_5
chr10	exon	21479759	21480163	-	LOC_Os10g40120.1:exon_6
chr10	exon	21479425	21479622	-	LOC_Os10g40120.1:exon_7
chr10	CDS	21481847	21482015	-	LOC_Os10g40120.1:cds_1
chr10	CDS	21481548	21481588	-	LOC_Os10g40120.1:cds_2
chr10	CDS	21480918	21481039	-	LOC_Os10g40120.1:cds_3
chr10	CDS	21480500	21480647	-	LOC_Os10g40120.1:cds_4
chr10	CDS	21480268	21480408	-	LOC_Os10g40120.1:cds_5
chr10	CDS	21479759	21480163	-	LOC_Os10g40120.1:cds_6
chr10	CDS	21479425	21479622	-	LOC_Os10g40120.1:cds_7
chr10	gene	21482733	21486316	-	LOC_Os10g40130
chr10	mRNA	21482733	21486316	-	LOC_Os10g40130.1
chr10	exon	21484463	21486316	-	LOC_Os10g40130.1:exon_1
chr10	exon	21484237	21484353	-	LOC_Os10g40130.1:exon_2
chr10	exon	21483963	21484138	-	LOC_Os10g40130.1:exon_3
chr10	exon	21483287	21483432	-	LOC_Os10g40130.1:exon_4
chr10	exon	21482733	21482968	-	LOC_Os10g40130.1:exon_5
chr10	five_prime_UTR	21486279	21486316	-	LOC_Os10g40130.1:utr_2
chr10	CDS	21484463	21486278	-	LOC_Os10g40130.1:cds_1
chr10	CDS	21484237	21484353	-	LOC_Os10g40130.1:cds_2
chr10	CDS	21483963	21484138	-	LOC_Os10g40130.1:cds_3
chr10	CDS	21483287	21483432	-	LOC_Os10g40130.1:cds_4
chr10	CDS	21482950	21482968	-	LOC_Os10g40130.1:cds_5
chr10	three_prime_UTR	21482733	21482949	-	LOC_Os10g40130.1:utr_1
chr10	gene	21486840	21489738	-	LOC_Os10g40140
chr10	mRNA	21486840	21489738	-	LOC_Os10g40140.1
chr10	exon	21489626	21489738	-	LOC_Os10g40140.1:exon_1
chr10	exon	21489490	21489552	-	LOC_Os10g40140.1:exon_2
chr10	exon	21489332	21489402	-	LOC_Os10g40140.1:exon_3
chr10	exon	21489176	21489257	-	LOC_Os10g40140.1:exon_4
chr10	exon	21488941	21489056	-	LOC_Os10g40140.1:exon_5
chr10	exon	21488688	21488825	-	LOC_Os10g40140.1:exon_6
chr10	exon	21488575	21488601	-	LOC_Os10g40140.1:exon_7
chr10	exon	21487945	21488019	-	LOC_Os10g40140.1:exon_8
chr10	exon	21486840	21487364	-	LOC_Os10g40140.1:exon_9
chr10	five_prime_UTR	21489626	21489738	-	LOC_Os10g40140.1:utr_3
chr10	five_prime_UTR	21489545	21489552	-	LOC_Os10g40140.1:utr_2
chr10	CDS	21489490	21489544	-	LOC_Os10g40140.1:cds_1
chr10	CDS	21489332	21489402	-	LOC_Os10g40140.1:cds_2
chr10	CDS	21489176	21489257	-	LOC_Os10g40140.1:cds_3
chr10	CDS	21488941	21489056	-	LOC_Os10g40140.1:cds_4
chr10	CDS	21488688	21488825	-	LOC_Os10g40140.1:cds_5
chr10	CDS	21488575	21488601	-	LOC_Os10g40140.1:cds_6
chr10	CDS	21487945	21488019	-	LOC_Os10g40140.1:cds_7
chr10	CDS	21487227	21487364	-	LOC_Os10g40140.1:cds_8
chr10	three_prime_UTR	21486840	21487226	-	LOC_Os10g40140.1:utr_1
chr10	gene	21493883	21499993	+	LOC_Os10g40150
chr10	mRNA	21493883	21499993	+	LOC_Os10g40150.1
chr10	exon	21493883	21496801	+	LOC_Os10g40150.1:exon_1
chr10	exon	21496859	21497185	+	LOC_Os10g40150.1:exon_2
chr10	exon	21497252	21499993	+	LOC_Os10g40150.1:exon_3
chr10	CDS	21493883	21496801	+	LOC_Os10g40150.1:cds_1
chr10	CDS	21496859	21497185	+	LOC_Os10g40150.1:cds_2
chr10	CDS	21497252	21499993	+	LOC_Os10g40150.1:cds_3
chr10	gene	21500309	21503234	-	LOC_Os10g40160
chr10	mRNA	21500309	21503234	-	LOC_Os10g40160.1
chr10	exon	21502350	21503234	-	LOC_Os10g40160.1:exon_1
chr10	exon	21501944	21502263	-	LOC_Os10g40160.1:exon_2
chr10	exon	21501534	21501892	-	LOC_Os10g40160.1:exon_3
chr10	exon	21501272	21501459	-	LOC_Os10g40160.1:exon_4
chr10	exon	21501007	21501196	-	LOC_Os10g40160.1:exon_5
chr10	exon	21500830	21500934	-	LOC_Os10g40160.1:exon_6
chr10	exon	21500309	21500757	-	LOC_Os10g40160.1:exon_7
chr10	CDS	21502350	21503234	-	LOC_Os10g40160.1:cds_1
chr10	CDS	21501944	21502263	-	LOC_Os10g40160.1:cds_2
chr10	CDS	21501534	21501892	-	LOC_Os10g40160.1:cds_3
chr10	CDS	21501272	21501459	-	LOC_Os10g40160.1:cds_4
chr10	CDS	21501007	21501196	-	LOC_Os10g40160.1:cds_5
chr10	CDS	21500830	21500934	-	LOC_Os10g40160.1:cds_6
chr10	CDS	21500309	21500757	-	LOC_Os10g40160.1:cds_7
chr10	gene	21504962	21505797	-	LOC_Os10g40170
chr10	mRNA	21504962	21505797	-	LOC_Os10g40170.1
chr10	exon	21505731	21505797	-	LOC_Os10g40170.1:exon_1
chr10	exon	21505595	21505657	-	LOC_Os10g40170.1:exon_2
chr10	exon	21504962	21505486	-	LOC_Os10g40170.1:exon_3
chr10	five_prime_UTR	21505731	21505797	-	LOC_Os10g40170.1:utr_3
chr10	five_prime_UTR	21505650	21505657	-	LOC_Os10g40170.1:utr_2
chr10	CDS	21505595	21505649	-	LOC_Os10g40170.1:cds_1
chr10	CDS	21505359	21505486	-	LOC_Os10g40170.1:cds_2
chr10	three_prime_UTR	21504962	21505358	-	LOC_Os10g40170.1:utr_1
chr10	gene	21506902	21512700	+	LOC_Os10g40180
chr10	mRNA	21506902	21512700	+	LOC_Os10g40180.1
chr10	exon	21506902	21507740	+	LOC_Os10g40180.1:exon_1
chr10	exon	21508445	21509371	+	LOC_Os10g40180.1:exon_2
chr10	exon	21509597	21509984	+	LOC_Os10g40180.1:exon_3
chr10	exon	21510099	21510914	+	LOC_Os10g40180.1:exon_4
chr10	exon	21511028	21511828	+	LOC_Os10g40180.1:exon_5
chr10	exon	21511912	21512700	+	LOC_Os10g40180.1:exon_6
chr10	CDS	21506902	21507740	+	LOC_Os10g40180.1:cds_1
chr10	CDS	21508445	21509371	+	LOC_Os10g40180.1:cds_2
chr10	CDS	21509597	21509984	+	LOC_Os10g40180.1:cds_3
chr10	CDS	21510099	21510914	+	LOC_Os10g40180.1:cds_4
chr10	CDS	21511028	21511828	+	LOC_Os10g40180.1:cds_5
chr10	CDS	21511912	21512700	+	LOC_Os10g40180.1:cds_6
chr10	gene	21513886	21516799	-	LOC_Os10g40190
chr10	mRNA	21513886	21516799	-	LOC_Os10g40190.1
chr10	exon	21516247	21516799	-	LOC_Os10g40190.1:exon_1
chr10	exon	21515956	21516080	-	LOC_Os10g40190.1:exon_2
chr10	exon	21515581	21515888	-	LOC_Os10g40190.1:exon_3
chr10	exon	21515223	21515511	-	LOC_Os10g40190.1:exon_4
chr10	exon	21514750	21515057	-	LOC_Os10g40190.1:exon_5
chr10	exon	21514483	21514628	-	LOC_Os10g40190.1:exon_6
chr10	exon	21513886	21514385	-	LOC_Os10g40190.1:exon_7
chr10	CDS	21516247	21516799	-	LOC_Os10g40190.1:cds_1
chr10	CDS	21515956	21516080	-	LOC_Os10g40190.1:cds_2
chr10	CDS	21515581	21515888	-	LOC_Os10g40190.1:cds_3
chr10	CDS	21515223	21515511	-	LOC_Os10g40190.1:cds_4
chr10	CDS	21514750	21515057	-	LOC_Os10g40190.1:cds_5
chr10	CDS	21514483	21514628	-	LOC_Os10g40190.1:cds_6
chr10	CDS	21513886	21514385	-	LOC_Os10g40190.1:cds_7
chr10	gene	21520301	21524998	+	LOC_Os10g40200
chr10	mRNA	21520301	21524998	+	LOC_Os10g40200.1
chr10	exon	21520301	21520411	+	LOC_Os10g40200.1:exon_1
chr10	exon	21520668	21520756	+	LOC_Os10g40200.1:exon_2
chr10	exon	21520891	21521047	+	LOC_Os10g40200.1:exon_3
chr10	exon	21521252	21521362	+	LOC_Os10g40200.1:exon_4
chr10	exon	21521458	21521589	+	LOC_Os10g40200.1:exon_5
chr10	exon	21521862	21521960	+	LOC_Os10g40200.1:exon_6
chr10	exon	21522369	21522485	+	LOC_Os10g40200.1:exon_7
chr10	exon	21523587	21523682	+	LOC_Os10g40200.1:exon_8
chr10	exon	21524095	21524207	+	LOC_Os10g40200.1:exon_9
chr10	exon	21524765	21524998	+	LOC_Os10g40200.1:exon_10
chr10	CDS	21520301	21520411	+	LOC_Os10g40200.1:cds_1
chr10	CDS	21520668	21520756	+	LOC_Os10g40200.1:cds_2
chr10	CDS	21520891	21521047	+	LOC_Os10g40200.1:cds_3
chr10	CDS	21521252	21521362	+	LOC_Os10g40200.1:cds_4
chr10	CDS	21521458	21521589	+	LOC_Os10g40200.1:cds_5
chr10	CDS	21521862	21521960	+	LOC_Os10g40200.1:cds_6
chr10	CDS	21522369	21522485	+	LOC_Os10g40200.1:cds_7
chr10	CDS	21523587	21523682	+	LOC_Os10g40200.1:cds_8
chr10	CDS	21524095	21524207	+	LOC_Os10g40200.1:cds_9
chr10	CDS	21524765	21524885	+	LOC_Os10g40200.1:cds_10
chr10	three_prime_UTR	21524886	21524998	+	LOC_Os10g40200.1:utr_1
chr10	gene	21526018	21528465	+	LOC_Os10g40210
chr10	mRNA	21526018	21528465	+	LOC_Os10g40210.1
chr10	exon	21526018	21526218	+	LOC_Os10g40210.1:exon_1
chr10	exon	21526349	21526437	+	LOC_Os10g40210.1:exon_2
chr10	exon	21528255	21528465	+	LOC_Os10g40210.1:exon_3
chr10	CDS	21526018	21526218	+	LOC_Os10g40210.1:cds_1
chr10	CDS	21526349	21526437	+	LOC_Os10g40210.1:cds_2
chr10	CDS	21528255	21528465	+	LOC_Os10g40210.1:cds_3
chr10	gene	21530497	21540998	+	LOC_Os10g40220
chr10	mRNA	21530497	21540998	+	LOC_Os10g40220.1
chr10	exon	21530497	21530654	+	LOC_Os10g40220.1:exon_1
chr10	exon	21531402	21531630	+	LOC_Os10g40220.1:exon_2
chr10	exon	21532018	21532210	+	LOC_Os10g40220.1:exon_3
chr10	exon	21532297	21532380	+	LOC_Os10g40220.1:exon_4
chr10	exon	21533184	21533284	+	LOC_Os10g40220.1:exon_5
chr10	exon	21535936	21536128	+	LOC_Os10g40220.1:exon_6
chr10	exon	21538011	21538237	+	LOC_Os10g40220.1:exon_7
chr10	exon	21538348	21538412	+	LOC_Os10g40220.1:exon_8
chr10	exon	21539942	21540161	+	LOC_Os10g40220.1:exon_9
chr10	exon	21540348	21540546	+	LOC_Os10g40220.1:exon_10
chr10	exon	21540650	21540998	+	LOC_Os10g40220.1:exon_11
chr10	CDS	21530497	21530654	+	LOC_Os10g40220.1:cds_1
chr10	CDS	21531402	21531630	+	LOC_Os10g40220.1:cds_2
chr10	CDS	21532018	21532210	+	LOC_Os10g40220.1:cds_3
chr10	CDS	21532297	21532380	+	LOC_Os10g40220.1:cds_4
chr10	CDS	21533184	21533284	+	LOC_Os10g40220.1:cds_5
chr10	CDS	21535936	21536128	+	LOC_Os10g40220.1:cds_6
chr10	CDS	21538011	21538237	+	LOC_Os10g40220.1:cds_7
chr10	CDS	21538348	21538412	+	LOC_Os10g40220.1:cds_8
chr10	CDS	21539942	21540161	+	LOC_Os10g40220.1:cds_9
chr10	CDS	21540348	21540546	+	LOC_Os10g40220.1:cds_10
chr10	CDS	21540650	21540777	+	LOC_Os10g40220.1:cds_11
chr10	three_prime_UTR	21540778	21540998	+	LOC_Os10g40220.1:utr_1
chr10	gene	21545398	21547268	+	LOC_Os10g40230
chr10	mRNA	21545398	21547268	+	LOC_Os10g40230.1
chr10	exon	21545398	21545511	+	LOC_Os10g40230.1:exon_1
chr10	exon	21545712	21545791	+	LOC_Os10g40230.1:exon_2
chr10	exon	21546519	21546753	+	LOC_Os10g40230.1:exon_3
chr10	exon	21546941	21547066	+	LOC_Os10g40230.1:exon_4
chr10	exon	21547170	21547268	+	LOC_Os10g40230.1:exon_5
chr10	CDS	21545398	21545511	+	LOC_Os10g40230.1:cds_1
chr10	CDS	21545712	21545791	+	LOC_Os10g40230.1:cds_2
chr10	CDS	21546519	21546753	+	LOC_Os10g40230.1:cds_3
chr10	CDS	21546941	21547066	+	LOC_Os10g40230.1:cds_4
chr10	CDS	21547170	21547268	+	LOC_Os10g40230.1:cds_5
chr10	gene	21554333	21557722	+	LOC_Os10g40240
chr10	mRNA	21554333	21557722	+	LOC_Os10g40240.1
chr10	exon	21554333	21554637	+	LOC_Os10g40240.1:exon_1
chr10	exon	21554918	21556944	+	LOC_Os10g40240.1:exon_2
chr10	exon	21557062	21557722	+	LOC_Os10g40240.1:exon_3
chr10	five_prime_UTR	21554333	21554637	+	LOC_Os10g40240.1:utr_1
chr10	five_prime_UTR	21554918	21555568	+	LOC_Os10g40240.1:utr_2
chr10	CDS	21555569	21556222	+	LOC_Os10g40240.1:cds_1
chr10	three_prime_UTR	21556223	21556944	+	LOC_Os10g40240.1:utr_3
chr10	three_prime_UTR	21557062	21557722	+	LOC_Os10g40240.1:utr_4
chr10	gene	21558159	21563422	+	LOC_Os10g40250
chr10	mRNA	21558159	21563422	+	LOC_Os10g40250.1
chr10	exon	21558159	21558549	+	LOC_Os10g40250.1:exon_1
chr10	exon	21559114	21559375	+	LOC_Os10g40250.1:exon_2
chr10	exon	21559796	21559854	+	LOC_Os10g40250.1:exon_3
chr10	exon	21560101	21561670	+	LOC_Os10g40250.1:exon_4
chr10	exon	21561759	21561886	+	LOC_Os10g40250.1:exon_5
chr10	exon	21561969	21562209	+	LOC_Os10g40250.1:exon_6
chr10	exon	21562336	21563422	+	LOC_Os10g40250.1:exon_7
chr10	five_prime_UTR	21558159	21558549	+	LOC_Os10g40250.1:utr_1
chr10	five_prime_UTR	21559114	21559218	+	LOC_Os10g40250.1:utr_2
chr10	CDS	21559219	21559375	+	LOC_Os10g40250.1:cds_1
chr10	CDS	21559796	21559854	+	LOC_Os10g40250.1:cds_2
chr10	CDS	21560101	21561670	+	LOC_Os10g40250.1:cds_3
chr10	CDS	21561759	21561886	+	LOC_Os10g40250.1:cds_4
chr10	CDS	21561969	21562209	+	LOC_Os10g40250.1:cds_5
chr10	CDS	21562336	21562886	+	LOC_Os10g40250.1:cds_6
chr10	three_prime_UTR	21562887	21563422	+	LOC_Os10g40250.1:utr_3
chr10	mRNA	21558159	21563422	+	LOC_Os10g40250.2
chr10	exon	21558159	21558549	+	LOC_Os10g40250.2:exon_1
chr10	exon	21558987	21559375	+	LOC_Os10g40250.2:exon_2
chr10	exon	21559796	21559854	+	LOC_Os10g40250.2:exon_3
chr10	exon	21560101	21561670	+	LOC_Os10g40250.2:exon_4
chr10	exon	21561759	21561886	+	LOC_Os10g40250.2:exon_5
chr10	exon	21561969	21562209	+	LOC_Os10g40250.2:exon_6
chr10	exon	21562336	21563422	+	LOC_Os10g40250.2:exon_7
chr10	five_prime_UTR	21558159	21558549	+	LOC_Os10g40250.2:utr_1
chr10	five_prime_UTR	21558987	21559218	+	LOC_Os10g40250.2:utr_2
chr10	CDS	21559219	21559375	+	LOC_Os10g40250.2:cds_1
chr10	CDS	21559796	21559854	+	LOC_Os10g40250.2:cds_2
chr10	CDS	21560101	21561670	+	LOC_Os10g40250.2:cds_3
chr10	CDS	21561759	21561886	+	LOC_Os10g40250.2:cds_4
chr10	CDS	21561969	21562209	+	LOC_Os10g40250.2:cds_5
chr10	CDS	21562336	21562886	+	LOC_Os10g40250.2:cds_6
chr10	three_prime_UTR	21562887	21563422	+	LOC_Os10g40250.2:utr_3
chr10	gene	21569340	21580696	+	LOC_Os10g40260
chr10	mRNA	21569340	21580696	+	LOC_Os10g40260.1
chr10	exon	21569340	21569365	+	LOC_Os10g40260.1:exon_1
chr10	exon	21570050	21570155	+	LOC_Os10g40260.1:exon_2
chr10	exon	21570362	21570433	+	LOC_Os10g40260.1:exon_3
chr10	exon	21570951	21571004	+	LOC_Os10g40260.1:exon_4
chr10	exon	21571253	21571360	+	LOC_Os10g40260.1:exon_5
chr10	exon	21571829	21571978	+	LOC_Os10g40260.1:exon_6
chr10	exon	21572090	21572434	+	LOC_Os10g40260.1:exon_7
chr10	exon	21572537	21573977	+	LOC_Os10g40260.1:exon_8
chr10	exon	21574020	21574851	+	LOC_Os10g40260.1:exon_9
chr10	exon	21576236	21576501	+	LOC_Os10g40260.1:exon_10
chr10	exon	21576706	21578779	+	LOC_Os10g40260.1:exon_11
chr10	exon	21579348	21579618	+	LOC_Os10g40260.1:exon_12
chr10	exon	21579732	21580696	+	LOC_Os10g40260.1:exon_13
chr10	CDS	21569340	21569365	+	LOC_Os10g40260.1:cds_1
chr10	CDS	21570050	21570155	+	LOC_Os10g40260.1:cds_2
chr10	CDS	21570362	21570433	+	LOC_Os10g40260.1:cds_3
chr10	CDS	21570951	21571004	+	LOC_Os10g40260.1:cds_4
chr10	CDS	21571253	21571360	+	LOC_Os10g40260.1:cds_5
chr10	CDS	21571829	21571978	+	LOC_Os10g40260.1:cds_6
chr10	CDS	21572090	21572434	+	LOC_Os10g40260.1:cds_7
chr10	CDS	21572537	21573977	+	LOC_Os10g40260.1:cds_8
chr10	CDS	21574020	21574851	+	LOC_Os10g40260.1:cds_9
chr10	CDS	21576236	21576501	+	LOC_Os10g40260.1:cds_10
chr10	CDS	21576706	21578779	+	LOC_Os10g40260.1:cds_11
chr10	CDS	21579348	21579618	+	LOC_Os10g40260.1:cds_12
chr10	CDS	21579732	21580166	+	LOC_Os10g40260.1:cds_13
chr10	three_prime_UTR	21580167	21580696	+	LOC_Os10g40260.1:utr_1
chr10	gene	21585008	21587608	-	LOC_Os10g40270
chr10	mRNA	21585008	21587608	-	LOC_Os10g40270.1
chr10	exon	21587170	21587608	-	LOC_Os10g40270.1:exon_1
chr10	exon	21586930	21587093	-	LOC_Os10g40270.1:exon_2
chr10	exon	21586750	21586824	-	LOC_Os10g40270.1:exon_3
chr10	exon	21586357	21586665	-	LOC_Os10g40270.1:exon_4
chr10	exon	21585537	21585881	-	LOC_Os10g40270.1:exon_5
chr10	exon	21585008	21585124	-	LOC_Os10g40270.1:exon_6
chr10	CDS	21587170	21587608	-	LOC_Os10g40270.1:cds_1
chr10	CDS	21586930	21587093	-	LOC_Os10g40270.1:cds_2
chr10	CDS	21586750	21586824	-	LOC_Os10g40270.1:cds_3
chr10	CDS	21586357	21586665	-	LOC_Os10g40270.1:cds_4
chr10	CDS	21585537	21585881	-	LOC_Os10g40270.1:cds_5
chr10	CDS	21585008	21585124	-	LOC_Os10g40270.1:cds_6
chr10	gene	21592730	21594387	+	LOC_Os10g40280
chr10	mRNA	21592730	21594387	+	LOC_Os10g40280.1
chr10	exon	21592730	21594387	+	LOC_Os10g40280.1:exon_1
chr10	five_prime_UTR	21592730	21592750	+	LOC_Os10g40280.1:utr_1
chr10	CDS	21592751	21593923	+	LOC_Os10g40280.1:cds_1
chr10	three_prime_UTR	21593924	21594387	+	LOC_Os10g40280.1:utr_2
chr10	gene	21594288	21599239	-	LOC_Os10g40290
chr10	mRNA	21594288	21599239	-	LOC_Os10g40290.1
chr10	exon	21598999	21599239	-	LOC_Os10g40290.1:exon_1
chr10	exon	21598644	21598856	-	LOC_Os10g40290.1:exon_2
chr10	exon	21596995	21597074	-	LOC_Os10g40290.1:exon_3
chr10	exon	21596788	21596874	-	LOC_Os10g40290.1:exon_4
chr10	exon	21596535	21596587	-	LOC_Os10g40290.1:exon_5
chr10	exon	21596245	21596305	-	LOC_Os10g40290.1:exon_6
chr10	exon	21596098	21596154	-	LOC_Os10g40290.1:exon_7
chr10	exon	21595914	21595991	-	LOC_Os10g40290.1:exon_8
chr10	exon	21595715	21595820	-	LOC_Os10g40290.1:exon_9
chr10	exon	21595363	21595508	-	LOC_Os10g40290.1:exon_10
chr10	exon	21595264	21595313	-	LOC_Os10g40290.1:exon_11
chr10	exon	21594926	21595037	-	LOC_Os10g40290.1:exon_12
chr10	exon	21594288	21594425	-	LOC_Os10g40290.1:exon_13
chr10	CDS	21598999	21599239	-	LOC_Os10g40290.1:cds_1
chr10	CDS	21598644	21598856	-	LOC_Os10g40290.1:cds_2
chr10	CDS	21596995	21597074	-	LOC_Os10g40290.1:cds_3
chr10	CDS	21596788	21596874	-	LOC_Os10g40290.1:cds_4
chr10	CDS	21596535	21596587	-	LOC_Os10g40290.1:cds_5
chr10	CDS	21596245	21596305	-	LOC_Os10g40290.1:cds_6
chr10	CDS	21596098	21596154	-	LOC_Os10g40290.1:cds_7
chr10	CDS	21595914	21595991	-	LOC_Os10g40290.1:cds_8
chr10	CDS	21595715	21595820	-	LOC_Os10g40290.1:cds_9
chr10	CDS	21595363	21595508	-	LOC_Os10g40290.1:cds_10
chr10	CDS	21595264	21595313	-	LOC_Os10g40290.1:cds_11
chr10	CDS	21594926	21595037	-	LOC_Os10g40290.1:cds_12
chr10	CDS	21594288	21594425	-	LOC_Os10g40290.1:cds_13
chr10	gene	21600251	21600895	+	LOC_Os10g40300
chr10	mRNA	21600251	21600895	+	LOC_Os10g40300.1
chr10	exon	21600251	21600895	+	LOC_Os10g40300.1:exon_1
chr10	CDS	21600251	21600895	+	LOC_Os10g40300.1:cds_1
chr10	gene	21601595	21613523	+	LOC_Os10g40324
chr10	mRNA	21601595	21613523	+	LOC_Os10g40324.1
chr10	exon	21601595	21601897	+	LOC_Os10g40324.1:exon_1
chr10	exon	21604010	21604096	+	LOC_Os10g40324.1:exon_2
chr10	exon	21605162	21605284	+	LOC_Os10g40324.1:exon_3
chr10	exon	21605495	21605655	+	LOC_Os10g40324.1:exon_4
chr10	exon	21606240	21606350	+	LOC_Os10g40324.1:exon_5
chr10	exon	21606450	21606504	+	LOC_Os10g40324.1:exon_6
chr10	exon	21606971	21607138	+	LOC_Os10g40324.1:exon_7
chr10	exon	21607407	21609257	+	LOC_Os10g40324.1:exon_8
chr10	exon	21609530	21609840	+	LOC_Os10g40324.1:exon_9
chr10	exon	21610496	21610659	+	LOC_Os10g40324.1:exon_10
chr10	exon	21611366	21611423	+	LOC_Os10g40324.1:exon_11
chr10	exon	21612265	21613523	+	LOC_Os10g40324.1:exon_12
chr10	CDS	21601595	21601897	+	LOC_Os10g40324.1:cds_1
chr10	CDS	21604010	21604096	+	LOC_Os10g40324.1:cds_2
chr10	CDS	21605162	21605284	+	LOC_Os10g40324.1:cds_3
chr10	CDS	21605495	21605655	+	LOC_Os10g40324.1:cds_4
chr10	CDS	21606240	21606350	+	LOC_Os10g40324.1:cds_5
chr10	CDS	21606450	21606504	+	LOC_Os10g40324.1:cds_6
chr10	CDS	21606971	21607138	+	LOC_Os10g40324.1:cds_7
chr10	CDS	21607407	21609257	+	LOC_Os10g40324.1:cds_8
chr10	CDS	21609530	21609840	+	LOC_Os10g40324.1:cds_9
chr10	CDS	21610496	21610659	+	LOC_Os10g40324.1:cds_10
chr10	CDS	21611366	21611423	+	LOC_Os10g40324.1:cds_11
chr10	CDS	21612265	21612982	+	LOC_Os10g40324.1:cds_12
chr10	three_prime_UTR	21612983	21613523	+	LOC_Os10g40324.1:utr_1
chr10	gene	21617952	21620589	+	LOC_Os10g40360
chr10	mRNA	21617952	21620589	+	LOC_Os10g40360.1
chr10	exon	21617952	21618873	+	LOC_Os10g40360.1:exon_1
chr10	exon	21619309	21620195	+	LOC_Os10g40360.1:exon_2
chr10	exon	21620324	21620589	+	LOC_Os10g40360.1:exon_3
chr10	five_prime_UTR	21617952	21618336	+	LOC_Os10g40360.1:utr_1
chr10	CDS	21618337	21618873	+	LOC_Os10g40360.1:cds_1
chr10	CDS	21619309	21620195	+	LOC_Os10g40360.1:cds_2
chr10	CDS	21620324	21620372	+	LOC_Os10g40360.1:cds_3
chr10	three_prime_UTR	21620373	21620589	+	LOC_Os10g40360.1:utr_2
chr10	gene	21623619	21624757	+	LOC_Os10g40370
chr10	mRNA	21623619	21624757	+	LOC_Os10g40370.1
chr10	exon	21623619	21624757	+	LOC_Os10g40370.1:exon_1
chr10	five_prime_UTR	21623619	21624137	+	LOC_Os10g40370.1:utr_1
chr10	CDS	21624138	21624449	+	LOC_Os10g40370.1:cds_1
chr10	three_prime_UTR	21624450	21624757	+	LOC_Os10g40370.1:utr_2
chr10	gene	21627458	21636806	-	LOC_Os10g40390
chr10	mRNA	21627458	21636806	-	LOC_Os10g40390.1
chr10	exon	21635709	21636806	-	LOC_Os10g40390.1:exon_1
chr10	exon	21635289	21635353	-	LOC_Os10g40390.1:exon_2
chr10	exon	21635046	21635106	-	LOC_Os10g40390.1:exon_3
chr10	exon	21632795	21632881	-	LOC_Os10g40390.1:exon_4
chr10	exon	21632528	21632628	-	LOC_Os10g40390.1:exon_5
chr10	exon	21629584	21629758	-	LOC_Os10g40390.1:exon_6
chr10	exon	21629105	21629237	-	LOC_Os10g40390.1:exon_7
chr10	exon	21628665	21628821	-	LOC_Os10g40390.1:exon_8
chr10	exon	21627995	21628064	-	LOC_Os10g40390.1:exon_9
chr10	exon	21627458	21627562	-	LOC_Os10g40390.1:exon_10
chr10	CDS	21635709	21636806	-	LOC_Os10g40390.1:cds_1
chr10	CDS	21635289	21635353	-	LOC_Os10g40390.1:cds_2
chr10	CDS	21635046	21635106	-	LOC_Os10g40390.1:cds_3
chr10	CDS	21632795	21632881	-	LOC_Os10g40390.1:cds_4
chr10	CDS	21632528	21632628	-	LOC_Os10g40390.1:cds_5
chr10	CDS	21629584	21629758	-	LOC_Os10g40390.1:cds_6
chr10	CDS	21629105	21629237	-	LOC_Os10g40390.1:cds_7
chr10	CDS	21628665	21628821	-	LOC_Os10g40390.1:cds_8
chr10	CDS	21627995	21628064	-	LOC_Os10g40390.1:cds_9
chr10	CDS	21627458	21627562	-	LOC_Os10g40390.1:cds_10
chr10	gene	21644865	21649384	-	LOC_Os10g40400
chr10	mRNA	21644865	21649384	-	LOC_Os10g40400.1
chr10	exon	21646771	21649384	-	LOC_Os10g40400.1:exon_1
chr10	exon	21644865	21646684	-	LOC_Os10g40400.1:exon_2
chr10	CDS	21646771	21649384	-	LOC_Os10g40400.1:cds_1
chr10	CDS	21644865	21646684	-	LOC_Os10g40400.1:cds_2
chr10	gene	21652033	21655139	+	LOC_Os10g40410
chr10	mRNA	21652033	21655139	+	LOC_Os10g40410.1
chr10	exon	21652033	21652245	+	LOC_Os10g40410.1:exon_1
chr10	exon	21652376	21652462	+	LOC_Os10g40410.1:exon_2
chr10	exon	21652549	21652644	+	LOC_Os10g40410.1:exon_3
chr10	exon	21654266	21654361	+	LOC_Os10g40410.1:exon_4
chr10	exon	21654674	21655139	+	LOC_Os10g40410.1:exon_5
chr10	five_prime_UTR	21652033	21652107	+	LOC_Os10g40410.1:utr_1
chr10	CDS	21652108	21652245	+	LOC_Os10g40410.1:cds_1
chr10	CDS	21652376	21652462	+	LOC_Os10g40410.1:cds_2
chr10	CDS	21652549	21652644	+	LOC_Os10g40410.1:cds_3
chr10	CDS	21654266	21654361	+	LOC_Os10g40410.1:cds_4
chr10	CDS	21654674	21654730	+	LOC_Os10g40410.1:cds_5
chr10	three_prime_UTR	21654731	21655139	+	LOC_Os10g40410.1:utr_2
chr10	mRNA	21652033	21655139	+	LOC_Os10g40410.2
chr10	exon	21652033	21652245	+	LOC_Os10g40410.2:exon_1
chr10	exon	21652376	21652462	+	LOC_Os10g40410.2:exon_2
